,0,cond
16529,SMMRP,CS
16530,BGQCH,CS
16531,CMHQ,CS
16532,NYNMJ,CS
16533,FLLSH,CS
16534,THMT,CS
16535,RXBC,CS
16536,DQLL,CS
16537,KKHPT,CS
16538,QHBR,CS
16539,CKNRN,CS
16540,SMDL,CS
16541,RRD,CS
16542,MPLDS,CS
16543,CDNCH,CS
16544,LSRD,CS
16545,WJDFR,CS
16546,VLMQS,CS
16547,DWNC,CS
16548,STF,CS
16549,VDNR,CS
16550,DYDQ,CS
16551,TWRDN,CS
16552,SQTL,CS
16553,ZBRSN,CS
16554,QDSM,CS
16555,DPJLL,CS
16556,DKZS,CS
16557,DQFD,CS
16558,TDGR,CS
16559,ZNGNS,CS
16560,SPCKC,CS
16561,LSTÉH,CS
16562,RVDGN,CS
16563,RDXSY,CS
16564,TRWKS,CS
16565,SHLN,CS
16566,SPLNP,CS
16567,WRNND,CS
16568,SJMP,CS
16569,WVSSS,CS
16570,NSCJ,CS
16571,MTRH,CS
16572,NZX,CS
16573,JCJR,CS
16574,GZTL,CS
16575,SPKGL,CS
16576,WJPW,CS
16577,YHH,CS
16578,HHFVH,CS
16579,NLST,CS
16580,FGWL,CS
16581,NKXRS,CS
16582,BLVHS,CS
16583,WFRKS,CS
16584,RRNL,CS
16585,TSNDW,CS
16586,LTCHZ,CS
16587,TDPSY,CS
16588,PKGVS,CS
16589,RZCBY,CS
16590,LNMM,CS
16591,WVRNT,CS
16592,LRVS,CS
16593,GTSGN,CS
16594,PDYS,CS
16595,MQCHH,CS
16596,VVLL,CS
16597,TDSH,CS
16598,HWYCK,CS
16599,FHN,CS
16600,SPLK,CS
16601,KLMW,CS
16602,DHHC,CS
16603,SPFZB,CS
16604,LMZDH,CS
16605,GSHJ,CS
16606,HQLLY,CS
16607,PLL,CS
16608,ZRCY,CS
16609,HTLR,CS
16610,SHMJT,CS
16611,YFKXL,CS
16612,DWNNN,CS
16613,BMFNC,CS
16614,ZLBMY,CS
16615,MHB,CS
16616,SGZY,CS
16617,KLX,CS
16618,WLSG,CS
16619,LPVXN,CS
16620,TQTJ,CS
16621,SMPS,CS
16622,SLKT,CS
16623,MFMR,CS
16624,TLBBZ,CS
16625,FLTYS,CS
16626,KRBJ,CS
16627,PLNSC,CS
16628,PKZ,CS
16629,LQKMH,CS
16630,SHNH,CS
16631,LYDLG,CS
16632,VBYKN,CS
16633,VGNDT,CS
16634,GMQ,CS
16635,HZK,CS
16636,RNNDS,CS
16637,RSHL,CS
16638,MWLYN,CS
16639,SDCT,CS
16640,RJS,CS
16641,STCK,CS
16642,LDT,CS
16643,YNLYD,CS
16644,GTDB,CS
16645,RTCHY,CS
16646,PGTÉ,CS
16647,YJYL,CS
16648,PHRKS,CS
16649,RKFMN,CS
16650,DXP,CS
16651,VRGS,CS
16652,TRQNG,CS
16653,PXSCR,CS
16654,LHLBB,CS
16655,VWR,CS
16656,LMDDY,CS
16657,TYCH,CS
16658,GTLLK,CS
16659,VYR,CS
16660,GWCK,CS
16661,LGZP,CS
16662,HCVFT,CS
16663,PMMM,CS
16664,DFCXY,CS
16665,HNP,CS
16666,DDTD,CS
16667,YQRHQ,CS
16668,JXMX,CS
16669,KRZBL,CS
16670,GHDVS,CS
16671,BLBTS,CS
16672,BPNG,CS
16673,LÛGS,CS
16674,SHQT,CS
16675,WVTDM,CS
16676,WHKHH,CS
16677,FWRTH,CS
16678,DDS,CS
16679,LRTKT,CS
16680,DRJF,CS
16681,WPGPN,CS
16682,FLSP,CS
16683,HNDGR,CS
16684,THCS,CS
16685,HNMT,CS
16686,TRWLL,CS
16687,ZZHL,CS
16688,BRXZ,CS
16689,ZWKGT,CS
16690,LDDN,CS
16691,VRNNY,CS
16692,PVPF,CS
16693,MLPYR,CS
16694,KTRXN,CS
16695,YDP,CS
16696,MBMC,CS
16697,PGMP,CS
16698,NHDRY,CS
16699,CXRR,CS
16700,FWNJJ,CS
16701,JXLXY,CS
16702,GNMLK,CS
16703,PLGP,CS
16704,MSSB,CS
16705,SHNM,CS
16706,SFRF,CS
16707,XBDDK,CS
16708,WDGX,CS
16709,ZLFTB,CS
16710,LSTT,CS
16711,SNMRS,CS
16712,QQZNN,CS
16713,WLGNM,CS
16714,MHNL,CS
16715,RTMPN,CS
16716,BRLBN,CS
16717,VNSTW,CS
16718,JXLPS,CS
16719,PRZMT,CS
16720,JVPP,CS
16721,ZDMRS,CS
16722,XDKRF,CS
16723,KQTRS,CS
16724,TXRMS,CS
16725,KDZPC,CS
16726,PFBCH,CS
16727,WDNNW,CS
16728,RZZY,CS
16729,XHT,CS
16730,BXRLM,CS
16731,DHHR,CS
16732,LDZLL,CS
16733,NJVZ,CS
16734,BZLYG,CS
16735,HGB,CS
16736,KQJKS,CS
16737,WNYQF,CS
16738,BPN,CS
16739,WSRZY,CS
16740,MXSMJ,CS
16741,BPSSD,CS
16742,LDTFL,CS
16743,WKTT,CS
16744,TWBZY,CS
16745,CRVTY,CS
16746,FXXQK,CS
16747,PNST,CS
16748,PJNTS,CS
16749,BLKGR,CS
16750,LFSSD,CS
16751,LFVB,CS
16752,RMGTM,CS
16753,HBBC,CS
16754,JCBTÉ,CS
16755,KBHMH,CS
16756,FDFLL,CS
16757,TGNPK,CS
16758,FHYL,CS
16759,YPSQF,CS
16760,RKMFX,CS
16761,RVCHS,CS
16762,NDRDS,CS
16763,MYRB,CS
16764,NSNC,CS
16765,BTBBQ,CS
16766,JHRDY,CS
16767,GYLLP,CS
16768,HLFS,CS
16769,NYVYN,CS
16770,FRPZD,CS
16771,TRWG,CS
16772,VTLDR,CS
16773,GCNBS,CS
16774,GMYM,CS
16775,VSBP,CS
16776,TNSKD,CS
16777,JJS,CS
16778,TMQLC,CS
16779,JDD,CS
16780,RBDMH,CS
16781,XDVN,CS
16782,GRLD,CS
16783,SMS,CS
16784,BFCLY,CS
16785,BRSK,CS
16786,DRSQS,CS
16787,KMZVY,CS
16788,WTBT,CS
16789,NQRL,CS
16790,KSSVR,CS
16791,CDQNS,CS
16792,YWMR,CS
16793,BFVTS,CS
16794,SPRTS,CS
16795,WLFW,CS
16796,VGLK,CS
16797,FFJ,CS
16798,SBNN,CS
16799,FYYLT,CS
16800,LRRKN,CS
16801,TKLT,CS
16802,LNCHS,CS
16803,JZXL,CS
16804,WVXCK,CS
16805,GLYFF,CS
16806,YDWYC,CS
16807,SSTF,CS
16808,TTTTS,CS
16809,SGNYX,CS
16810,PMKRT,CS
16811,TRNKL,CS
16812,LBGJB,CS
16813,BZYKT,CS
16814,RFJXN,CS
16815,NFRYS,CS
16816,SNY,CS
16817,HVTC,CS
16818,WHLM,CS
16819,YNKQ,CS
16820,RKFFK,CS
16821,KRTZ,CS
16822,WWBST,CS
16823,XNGPN,CS
16824,FLGNR,CS
16825,GCBL,CS
16826,TGBBM,CS
16827,FBK,CS
16828,DTLTR,CS
16829,LGY,CS
16830,MVDS,CS
16831,TGBBY,CS
16832,SQN,CS
16833,MXRMN,CS
16834,LWBVR,CS
16835,KHRVL,CS
16836,GWMN,CS
16837,FYRSS,CS
16838,XVF,CS
16839,HRVNS,CS
16840,NRKRN,CS
16841,YVNK,CS
16842,KSHM,CS
16843,TPRN,CS
16844,BJYX,CS
16845,LTNDS,CS
16846,NNDV,CS
16847,CZZV,CS
16848,LCHG,CS
16849,HKLLT,CS
16850,KRHTT,CS
16851,MJLDF,CS
16852,MQNKY,CS
16853,PGPPZ,CS
16854,GLXDY,CS
16855,CLZZX,CS
16856,MZCSH,CS
16857,SPRXY,CS
16858,CMHHM,CS
16859,VQNYN,CS
16860,GFSHR,CS
16861,GVTMR,CS
16862,JGNNY,CS
16863,RTTQS,CS
16864,LRHBB,CS
16865,DRGSN,CS
16866,VQSFR,CS
16867,BBRLB,CS
16868,KNC,CS
16869,TBBG,CS
16870,WÛRDN,CS
16871,BFVT,CS
16872,TRYSN,CS
16873,SSSR,CS
16874,SFLLJ,CS
16875,HVSQL,CS
16876,CRD,CS
16877,KKNND,CS
16878,MLWM,CS
16879,ZNFZ,CS
16880,KCSMQ,CS
16881,JTZRN,CS
16882,MGHH,CS
16883,WJDW,CS
16884,CBVRP,CS
16885,HPHFH,CS
16886,YKMRS,CS
16887,MLGQ,CS
16888,DVRR,CS
16889,FRXT,CS
16890,LGNKJ,CS
16891,BVSH,CS
16892,PRYVM,CS
16893,XFLL,CS
16894,SVRH,CS
16895,WGHJ,CS
16896,STMY,CS
16897,VMNFS,CS
16898,RYCQR,CS
16899,BRMST,CS
16900,QHHMM,CS
16901,SBRVW,CS
16902,RWZS,CS
16903,TVR,CS
16904,RWDTL,CS
16905,BDHK,CS
16906,RLZN,CS
16907,DRZNK,CS
16908,PTPPY,CS
16909,LFNGV,CS
16910,LGGR,CS
16911,SSNF,CS
16912,VJNG,CS
16913,SLNK,CS
16914,BLTFS,CS
16915,RGDNJ,CS
16916,CMPN,CS
16917,JGC,CS
16918,CQQN,CS
16919,CLXM,CS
16920,LHHT,CS
16921,CLYDT,CS
16922,LGPP,CS
16923,LLNN,CS
16924,RJDMN,CS
16925,HRYS,CS
16926,FRTKS,CS
16927,HCST,CS
16928,DDN,CS
16929,NNBVW,CS
16930,FLQVZ,CS
16931,FHXK,CS
16932,PHSFR,CS
16933,HWSR,CS
16934,HKLW,CS
16935,DQVX,CS
16936,MFTZQ,CS
16937,HSTS,CS
16938,ZFFF,CS
16939,GRCT,CS
16940,NJRRD,CS
16941,SHQS,CS
16942,JLCM,CS
16943,ZHSNN,CS
16944,YHC,CS
16945,JWSS,CS
16946,CHWM,CS
16947,KLN,CS
16948,LNRWY,CS
16949,DRSWH,CS
16950,RTZD,CS
16951,CHJL,CS
16952,RMKD,CS
16953,TMRXK,CS
16954,STZCH,CS
16955,CQYNR,CS
16956,HSHX,CS
16957,DSKX,CS
16958,ZNZ,CS
16959,RHVMM,CS
16960,VLRTS,CS
16961,SKYKR,CS
16962,TLVYJ,CS
16963,SCCC,CS
16964,BZNJS,CS
16965,PBRT,CS
16966,HQVSR,CS
16967,SCYN,CS
16968,CHWTS,CS
16969,BRDGD,CS
16970,WTHWR,CS
16971,BLTCR,CS
16972,TGKT,CS
16973,KGXFR,CS
16974,CXKL,CS
16975,TDRR,CS
16976,TRTSZ,CS
16977,BHLLT,CS
16978,TQBK,CS
16979,CRRHD,CS
16980,FTSCH,CS
16981,TSVL,CS
16982,KGKGS,CS
16983,WGLSD,CS
16984,DDVFN,CS
16985,PQLL,CS
16986,DCNNZ,CS
16987,XSTPD,CS
16988,KQDVM,CS
16989,DBM,CS
16990,NBTV,CS
16991,MCTV,CS
16992,TRVKV,CS
16993,XTTFR,CS
16994,FZDH,CS
16995,NNNHS,CS
16996,FLYRS,CS
16997,JMBS,CS
16998,HSGSL,CS
16999,FRRÍ,CS
17000,ZWNKT,CS
17001,WWWXV,CS
17002,PHRVM,CS
17003,LHGW,CS
17004,SBDB,CS
17005,VLLRN,CS
17006,STGTT,CS
17007,PDVXL,CS
17008,BPFTL,CS
17009,LXRQ,CS
17010,VTL,CS
17011,NYC,CS
17012,TSKGK,CS
17013,YZKM,CS
17014,HPLST,CS
17015,HMZSN,CS
17016,BJTWS,CS
17017,DFWNZ,CS
17018,DFW,CS
17019,LXKQZ,CS
17020,MPJ,CS
17021,MRRRS,CS
17022,RRGST,CS
17023,MWTHV,CS
17024,TMBWR,CS
17025,BKLMB,CS
17026,SJCYT,CS
17027,BPSWL,CS
17028,DHSSS,CS
17029,DRKRY,CS
17030,RLDL,CS
17031,LFCH,CS
17032,RLVP,CS
17033,FSNN,CS
17034,XFTN,CS
17035,LQRVM,CS
17036,KJZQ,CS
17037,SZLÒ,CS
17038,HVDJ,CS
17039,RDPT,CS
17040,MKNS,CS
17041,HSGR,CS
17042,ZMHN,CS
17043,KQJG,CS
17044,BDLN,CS
17045,ZMWMG,CS
17046,XLNVS,CS
17047,GQHRY,CS
17048,DWFNH,CS
17049,BCXT,CS
17050,MBZL,CS
17051,PHWPS,CS
17052,SRPSD,CS
17053,BRZLV,CS
17054,RPNJ,CS
17055,KQZCF,CS
17056,MYWNG,CS
17057,HNRD,CS
17058,FTNCY,CS
17059,MBLHG,CS
17060,KSMMG,CS
17061,SGÑTR,CS
17062,JZNN,CS
17063,JKTTC,CS
17064,CMLM,CS
17065,LHLSZ,CS
17066,XBSCH,CS
17067,BJNJY,CS
17068,TDVTG,CS
17069,PWM,CS
17070,ZVVTX,CS
17071,MFRCH,CS
17072,SJTDN,CS
17073,XYSMF,CS
17074,BYNYV,CS
17075,KZP,CS
17076,RDTN,CS
17077,HNLTN,CS
17078,FZH,CS
17079,YTSZR,CS
17080,FNWNL,CS
17081,TSCR,CS
17082,LKTD,CS
17083,BBNCH,CS
17084,SQHT,CS
17085,THQ,CS
17086,CDTTS,CS
17087,DPS,CS
17088,BRFJJ,CS
17089,SWLDJ,CS
17090,STLRT,CS
17091,PFHHL,CS
17092,RQWYS,CS
17093,ZCHT,CS
17094,MFDCL,CS
17095,STDFP,CS
17096,TBG,CS
17097,GYL,CS
17098,GPZN,CS
17099,MMLLY,CS
17100,NYTP,CS
17101,HNRTS,CS
17102,SWWFF,CS
17103,HWLLH,CS
17104,SNGPS,CS
17105,BLCH,CS
17106,NKQFW,CS
17107,KCYY,CS
17108,GRTM,CS
17109,TLBS,CS
17110,HWNTY,CS
17111,BQHNT,CS
17112,DRVC,CS
17113,MBRRC,CS
17114,CRHMF,CS
17115,BSTBN,CS
17116,WNHCT,CS
17117,TPGQR,CS
17118,GDSTH,CS
17119,PRCMT,CS
17120,WCCGT,CS
17121,TBTT,CS
17122,KHNDP,CS
17123,BDMBT,CS
17124,KTGBY,CS
17125,DFHN,CS
17126,GGM,CS
17127,NNYS,CS
17128,JTDM,CS
17129,SMLLT,CS
17130,RNSRN,CS
17131,NBNNM,CS
17132,FLFN,CS
17133,KYLDY,CS
17134,GNZN,CS
17135,BFMXR,CS
17136,SNBZB,CS
17137,BSNGT,CS
17138,PYDGH,CS
17139,PLJ,CS
17140,YSW,CS
17141,DNJKT,CS
17142,MHSSS,CS
17143,YMZSG,CS
17144,ZRRSZ,CS
17145,BYHDN,CS
17146,MVLPH,CS
17147,TRFNT,CS
17148,DXKNN,CS
17149,QTZP,CS
17150,DQQSN,CS
17151,KGMT,CS
17152,SHLPS,CS
17153,HTMR,CS
17154,SPMKK,CS
17155,RMWPS,CS
17156,PNLTW,CS
17157,VYFH,CS
17158,MSKTT,CS
17159,RPTZ,CS
17160,WKW,CS
17161,WLRKS,CS
17162,HMGNG,CS
17163,MYSTL,CS
17164,DDKCH,CS
17165,SYRGQ,CS
17166,STKFF,CS
17167,PYRQS,CS
17168,TNKV,CS
17169,WDHLD,CS
17170,RWSKY,CS
17171,JCHS,CS
17172,RPRYS,CS
17173,LVFRT,CS
17174,CLRKY,CS
17175,HNCKS,CS
17176,RGDJR,CS
17177,ZCHVT,CS
17178,STVVL,CS
17179,WVTRT,CS
17180,TNSM,CS
17181,HRHV,CS
17182,NFCL,CS
17183,DTNP,CS
17184,PMMS,CS
17185,NPNTZ,CS
17186,FZQM,CS
17187,BFNNL,CS
17188,HNGHY,CS
17189,NLFFH,CS
17190,KHSHS,CS
17191,WYMM,CS
17192,RNLVJ,CS
17193,GLKZD,CS
17194,MMYZ,CS
17195,GRXSP,CS
17196,KDLP,CS
17197,JJNGX,CS
17198,WZSSN,CS
17199,THTSS,CS
17200,BGXZJ,CS
17201,CLMTS,CS
17202,DPNK,CS
17203,RBHJP,CS
17204,YGJM,CS
17205,RSPNR,CS
17206,FLY,CS
17207,WKRPM,CS
17208,BRTDH,CS
17209,JQJKS,CS
17210,ZMMTR,CS
17211,VLNS,CS
17212,BMKLL,CS
17213,BLTCK,CS
17214,PRQN,CS
17215,FLLVT,CS
17216,SSNGS,CS
17217,DLT,CS
17218,RGNYS,CS
17219,DPNCZ,CS
17220,STBKP,CS
17221,GCRZ,CS
17222,NJBW,CS
17223,DHRBY,CS
17224,ZZRX,CS
17225,DYRJV,CS
17226,GRJDY,CS
17227,THGT,CS
17228,STRJY,CS
17229,SMFL,CS
17230,ZPGH,CS
17231,KLMST,CS
17232,LZNGG,CS
17233,RXFGG,CS
17234,TXY,CS
17235,SPGHN,CS
17236,VRRLC,CS
17237,STZYR,CS
17238,TMSS,CS
17239,KVFTD,CS
17240,HTNKV,CS
17241,NHKP,CS
17242,LJCKD,CS
17243,CZRCG,CS
17244,GHNS,CS
17245,PBRCV,CS
17246,HYSTH,CS
17247,JNSÉ,CS
17248,WHHY,CS
17249,BJLMR,CS
17250,SBR,CS
17251,LVV,CS
17252,VTRGL,CS
17253,JNCK,CS
17254,RZDDC,CS
17255,HLLÉ,CS
17256,FLLHT,CS
17257,STCPH,CS
17258,CHZNT,CS
17259,LLLÉQ,CS
17260,BHTSS,CS
17261,BLMNK,CS
17262,SWZBB,CS
17263,MWCKT,CS
17264,TMRY,CS
17265,MMZH,CS
17266,ZQCK,CS
17267,MFDY,CS
17268,RXMS,CS
17269,FRCLL,CS
17270,LNJT,CS
17271,FMZ,CS
17272,SYRVT,CS
17273,CFFÉ,CS
17274,NWTRP,CS
17275,PKSDK,CS
17276,NQBBY,CS
17277,DFNS,CS
17278,BPRLF,CS
17279,FDC,CS
17280,MLSS,CS
17281,PHRWN,CS
17282,GNSW,CS
17283,SCGN,CS
17284,WWRY,CS
17285,HGRLS,CS
17286,DZXZ,CS
17287,BRYNX,CS
17288,NRPSL,CS
17289,MFBMG,CS
17290,TTJQS,CS
17291,WBBMK,CS
17292,GJVSN,CS
17293,MJRDS,CS
17294,GGNHC,CS
17295,MBRVN,CS
17296,MSLK,CS
17297,ZCNBS,CS
17298,LHPR,CS
17299,NQR,CS
17300,MPTS,CS
17301,LQNZS,CS
17302,SZNKT,CS
17303,ZXTKJ,CS
17304,ZXHN,CS
17305,CCM,CS
17306,FLPS,CS
17307,KSDYN,CS
17308,BCTT,CS
17309,NTMM,CS
17310,MRRKT,CS
17311,ZJNTR,CS
17312,KLPRB,CS
17313,CRKS,CS
17314,GVLDX,CS
17315,NGKKX,CS
17316,TRWYS,CS
17317,NLZKW,CS
17318,YHMVS,CS
17319,CFMPS,CS
17320,JYRSF,CS
17321,PBGTT,CS
17322,ZNTL,CS
17323,GBCST,CS
17324,KXYR,CS
17325,CLLN,CS
17326,LGP,CS
17327,PFPSL,CS
17328,MLNGD,CS
17329,SGJR,CS
17330,DDNH,CS
17331,NPVL,CS
17332,GWRW,CS
17333,VCWR,CS
17334,NBRK,CS
17335,BGDXN,CS
17336,PRLMT,CS
17337,KFWD,CS
17338,HLTF,CS
17339,BTSLN,CS
17340,BMRSN,CS
17341,LSVKD,CS
17342,WBSSD,CS
17343,TPPMZ,CS
17344,MPSSS,CS
17345,DKJNG,CS
17346,KHKL,CS
17347,HJB,CS
17348,FCLHP,CS
17349,RYMPN,CS
17350,WYMRR,CS
17351,GDJBP,CS
17352,BJMPS,CS
17353,JXRRÉ,CS
17354,DRNKN,CS
17355,KLPSS,CS
17356,LDCYS,CS
17357,NYLKN,CS
17358,YXSM,CS
17359,PLQM,CS
17360,WFL,CS
17361,DMTCH,CS
17362,SFNCN,CS
17363,VNTZ,CS
17364,LSFFT,CS
17365,ZRDRR,CS
17366,FYPS,CS
17367,WQLS,CS
17368,KNVS,CS
17369,GRTPM,CS
17370,TRLL,CS
17371,HQSLV,CS
17372,SLHNT,CS
17373,RPVKN,CS
17374,QPRNN,CS
17375,TQPP,CS
17376,TSFGZ,CS
17377,JHP,CS
17378,LCHTT,CS
17379,NLXTX,CS
17380,TCNPK,CS
17381,CRBS,CS
17382,DGMMJ,CS
17383,LQDDR,CS
17384,STQSS,CS
17385,BFWLM,CS
17386,WXKSN,CS
17387,QTPKL,CS
17388,CKSBY,CS
17389,FDB,CS
17390,PSRLC,CS
17391,HYXGJ,CS
17392,LRKNH,CS
17393,LXFFN,CS
17394,RFFFK,CS
17395,RYLX,CS
17396,MVRR,CS
17397,MPDRR,CS
17398,KXSF,CS
17399,CTRVC,CS
17400,TRXLS,CS
17401,PLLY,CS
17402,DPXR,CS
17403,RDNMZ,CS
17404,WQB,CS
17405,HCND,CS
17406,NTTS,CS
17407,DFRCL,CS
17408,KYRZQ,CS
17409,KLLRQ,CS
17410,YBBRD,CS
17411,RHDYN,CS
17412,CRMTN,CS
17413,LBBKN,CS
17414,ZSRK,CS
17415,BRWNS,CS
17416,FLVCK,CS
17417,BBBHS,CS
17418,RNBTT,CS
17419,KRTG,CS
17420,ZMPPT,CS
17421,HSVLS,CS
17422,NXBTB,CS
17423,STNGH,CS
17424,HPCKS,CS
17425,CLGSN,CS
17426,WBGD,CS
17427,HCGGP,CS
17428,XTRBH,CS
17429,PBRCS,CS
17430,DRKZ,CS
17431,LQYVQ,CS
17432,HQLR,CS
17433,GQRKC,CS
17434,BSRLL,CS
17435,DPPPÉ,CS
17436,ZKRPT,CS
17437,DWDDS,CS
17438,CTN,CS
17439,BLJH,CS
17440,PJMMK,CS
17441,MGLF,CS
17442,BRRDJ,CS
17443,GPLLG,CS
17444,TDNTY,CS
17445,HSSN,CS
17446,LLL,CS
17447,TJRST,CS
17448,SPWS,CS
17449,XDLS,CS
17450,FMRZT,CS
17451,SKHR,CS
17452,VNKXL,CS
17453,DLCH,CS
17454,RMGH,CS
17455,RNMP,CS
17456,FRDDY,CS
17457,RMJXS,CS
17458,KRSKR,CS
17459,KPSZL,CS
17460,NKRDS,CS
17461,WYGL,CS
17462,JLRRF,CS
17463,JBJRW,CS
17464,CLGCK,CS
17465,YRLLM,CS
17466,JLSHR,CS
17467,WSML,CS
17468,KQRHM,CS
17469,SPXZ,CS
17470,WFNG,CS
17471,SHLJH,CS
17472,RBYRN,CS
17473,HDNNM,CS
17474,WRRRM,CS
17475,VHSTQ,CS
17476,PVMNS,CS
17477,RSNT,CS
17478,BXD,CS
17479,STFNQ,CS
17480,GRWBY,CS
17481,MTNQT,CS
17482,LQXXS,CS
17483,PRLSS,CS
17484,BNGMB,CS
17485,JZPS,CS
17486,SKKS,CS
17487,WHRN,CS
17488,NCHMR,CS
17489,PJRQ,CS
17490,CMJNT,CS
17491,RHDZ,CS
17492,HDRGS,CS
17493,MRTZV,CS
17494,BRQQT,CS
17495,TRMCY,CS
17496,CYBMR,CS
17497,BSHC,CS
17498,KRMCT,CS
17499,GFLLK,CS
17500,MRLF,CS
17501,NMQK,CS
17502,KHMN,CS
17503,CLQRT,CS
17504,HWRNQ,CS
17505,HGJJC,CS
17506,DXT,CS
17507,FLRPP,CS
17508,LKX,CS
17509,QKVX,CS
17510,PQNNX,CS
17511,SKVKS,CS
17512,MDBST,CS
17513,PRDLB,CS
17514,WCTTN,CS
17515,TVXRS,CS
17516,YPQCH,CS
17517,WPB,CS
17518,HNBD,CS
17519,PCH,CS
17520,TWC,CS
17521,KNMM,CS
17522,PRKK,CS
17523,RFJFQ,CS
17524,KHMPS,CS
17525,ZWSWG,CS
17526,DDC,CS
17527,LNNDG,CS
17528,RSSNT,CS
17529,SCHJL,CS
17530,MKXR,CS
17531,CJTÉ,CS
17532,CWWN,CS
17533,MMGFL,CS
17534,SMZKS,CS
17535,PYWC,CS
17536,BDMNY,CS
17537,PRDVN,CS
17538,LHRSP,CS
17539,CRXFT,CS
17540,LNTSL,CS
17541,SWHTB,CS
17542,TRCK,CS
17543,MZTRS,CS
17544,TGZ,CS
17545,SHMCK,CS
17546,GRLMZ,CS
17547,SWZLD,CS
17548,KKVJK,CS
17549,SQZLS,CS
17550,GHYS,CS
17551,DVHRN,CS
17552,JRCHT,CS
17553,DCGCH,CS
17554,MNBFT,CS
17555,SNPY,CS
17556,BLRCH,CS
17557,SQBPN,CS
17558,DZNST,CS
17559,WZNDG,CS
17560,KTXJY,CS
17561,JBD,CS
17562,JSSGW,CS
17563,LDFR,CS
17564,FWSH,CS
17565,RJT,CS
17566,PLMNM,CS
17567,DGFTR,CS
17568,XMYS,CS
17569,VKLLN,CS
17570,MHB,CS
17571,VBG,CS
17572,JRCLS,CS
17573,HBF,CS
17574,MSDPN,CS
17575,RJDS,CS
17576,SNZLL,CS
17577,TNDRS,CS
17578,WGXRW,CS
17579,LYCÉR,CS
17580,JFCND,CS
17581,MBTQN,CS
17582,JNMLN,CS
17583,JLXN,CS
17584,JPXP,CS
17585,PHBGL,CS
17586,MDRFC,CS
17587,WRNDY,CS
17588,BYMGT,CS
17589,GTLLS,CS
17590,GMTJL,CS
17591,WNRK,CS
17592,PPWVL,CS
17593,GKLH,CS
17594,VNRM,CS
17595,GWTH,CS
17596,VRMN,CS
17597,JXVFN,CS
17598,MCPJ,CS
17599,RFGK,CS
17600,SRTDT,CS
17601,TYRR,CS
17602,QHHT,CS
17603,JBZZ,CS
17604,BVBQ,CS
17605,NGBTR,CS
17606,HYS,CS
17607,FMR,CS
17608,WHRJB,CS
17609,KQTY,CS
17610,CYSC,CS
17611,RBHZM,CS
17612,NBHTY,CS
17613,HLWWL,CS
17614,FSWHR,CS
17615,QNGLS,CS
17616,CTGS,CS
17617,CLDSG,CS
17618,PNLN,CS
17619,MBDSS,CS
17620,SPRTN,CS
17621,XBGHB,CS
17622,VPRYL,CS
17623,YTTTK,CS
17624,ÊTNS,CS
17625,VFCTM,CS
17626,MYNKS,CS
17627,RKRGM,CS
17628,SNND,CS
17629,MCSD,CS
17630,TBNTZ,CS
17631,WWTF,CS
17632,MPRZT,CS
17633,KLPGW,CS
17634,GGNMP,CS
17635,RYMVF,CS
17636,FBDWQ,CS
17637,XRZHL,CS
17638,SQPL,CS
17639,YGSVF,CS
17640,DWCK,CS
17641,NZWT,CS
17642,PYYRY,CS
17643,JQSD,CS
17644,KLTJC,CS
17645,KNC,CS
17646,DCLL,CS
17647,YQCCN,CS
17648,FRTZ,CS
17649,RHMCS,CS
17650,LSWZS,CS
17651,JVRKQ,CS
17652,DMJK,CS
17653,DRGY,CS
17654,HGKVN,CS
17655,ZCR,CS
17656,LCTTZ,CS
17657,RHMPF,CS
17658,HXXNJ,CS
17659,DFFH,CS
17660,NTZPM,CS
17661,MKNM,CS
17662,WVTHH,CS
17663,MDMLG,CS
17664,FRMM,CS
17665,LGNG,CS
17666,TRPLL,CS
17667,RBPNB,CS
17668,DHZ,CS
17669,JBCKN,CS
17670,SVGJS,CS
17671,MPPNS,CS
17672,HTQRL,CS
17673,JDRQL,CS
17674,FPLK,CS
17675,CZMP,CS
17676,GTSZ,CS
17677,DXRH,CS
17678,STRLK,CS
17679,LRRDJ,CS
17680,ZMTVT,CS
17681,MSSPN,CS
17682,CRVZG,CS
17683,SPPMG,CS
17684,QZH,CS
17685,SBKB,CS
17686,NKL,CS
17687,LMZ,CS
17688,LNDH,CS
17689,FXGBN,CS
17690,BLDRD,CS
17691,MPTT,CS
17692,RZSTY,CS
17693,BRKCH,CS
17694,GPB,CS
17695,NPB,CS
17696,TFPGS,CS
17697,MWRN,CS
17698,LCHD,CS
17699,KML,CS
17700,BPPM,CS
17701,NBWYK,CS
17702,NMLSK,CS
17703,SDJJ,CS
17704,FRSJD,CS
17705,MSBBY,CS
17706,YBNGS,CS
17707,JMYGT,CS
17708,PYG,CS
17709,NSRH,CS
17710,TRMMM,CS
17711,KZMPS,CS
17712,SVNM,CS
17713,JFT,CS
17714,DFMBN,CS
17715,SZGT,CS
17716,KLTRN,CS
17717,ZQSTQ,CS
17718,TBHX,CS
17719,CCLLB,CS
17720,SPRYT,CS
17721,CXMKL,CS
17722,BLBST,CS
17723,KRZMV,CS
17724,CGZRT,CS
17725,QFT,CS
17726,SKFTH,CS
17727,LCMMS,CS
17728,TJLM,CS
17729,KRBZT,CS
17730,STYNZ,CS
17731,SPLLP,CS
17732,HMRN,CS
17733,LVN,CS
17734,WWHN,CS
